RMS,Kurtosis,Skewness,Peak,Variance,Mean_Abs,Peak_to_Peak,Crest_Factor,Shape_Factor,Impulse_Factor,Spectral_Centroid,Spectral_Spread,Dominant_Freq,Dominant_Mag,Set,Bearing,File_Index,File_Name,Timestamp,Label,Status,RMS_MA10,RMS_Trend,Kurtosis_MA10,Kurtosis_Trend,Peak_MA10,Peak_Trend
0.1092078942208678,1.8731890659103885,-0.0537919276224658,0.627,0.0041918315772914,0.09358486328125,0.9,5.741343192021652,1.1669397207181464,6.699801421044778,4556.7964776419785,2874.6132105091465,0.0,1801.138,set1,8,1,2003.10.22.12.09.13,2003:10:22:12:09:13,0,Normal,0.1122376593594089,-0.0060595302770823,1.840589630051296,0.0651988717181843,0.5489999999999999,0.156
0.125246370877438,0.9862855011841294,-0.0416459503372677,0.623,0.0064347497675991,0.1050362304687499,0.94,4.974196023688761,1.192411135838513,5.931286730490131,4123.92797448322,2532.574220677432,0.0,1969.906,set1,1,2,2003.10.22.12.14.13,2003:10:22:12:14:13,0,Normal,0.1245571285887052,0.0003162758976215,1.0723332881804273,-0.0414386270519746,0.6656666666666666,-0.0484999999999999
0.1183844395902999,1.9689512599196772,0.1510502709056308,0.549,0.0048252098229384,0.101540087890625,1.018,4.637433786906092,1.1658886854403652,5.406731581632678,4472.67056894173,2999.3740811394864,0.0,1963.269,set1,2,2,2003.10.22.12.14.13,2003:10:22:12:14:13,0,Normal,0.1175700354803541,0.0004456431620108,2.3452836189461093,-0.548466166587954,0.6103333333333333,-0.0759999999999999
0.1319056260720259,0.2087008356463253,-0.0920721224571979,0.613,0.0081422396374487,0.1085482910156249,0.952,4.647261972474749,1.2151792058434046,5.64725611305812,4506.341084321782,2838.344714153053,0.0,1970.433,set1,3,2,2003.10.22.12.14.13,2003:10:22:12:14:13,0,Normal,0.1312836053038402,0.0007251719165027,0.2158569096504224,-0.0003925599602667,0.644,-0.0305
0.1235723189779091,0.1732960000719012,-0.0289800697760081,0.432,0.0059438495133185,0.1040406738281249,0.718,3.4959285669570384,1.1877308597794207,4.152222242559321,4684.875125931622,3051.4972149181963,0.0,1977.807,set1,4,2,2003.10.22.12.14.13,2003:10:22:12:14:13,0,Normal,0.1224653960624696,0.0009651027738546,0.2523875213907542,-0.0594626013932058,0.529,-0.049
0.1313388774598819,0.3897116646700143,0.0530716880359204,0.601,0.0084296001979804,0.108740869140625,0.987,4.575948962131021,1.2078152262148365,5.526900830843825,4708.959030987796,2731.4645765851405,0.0,1923.409,set1,5,2,2003.10.22.12.14.13,2003:10:22:12:14:13,0,Normal,0.1299293382284039,0.0012259135925859,0.4136226071421793,-0.0078634274536626,0.5543333333333332,0.0524999999999999
0.1333003605877062,0.7504216106161659,0.0196389428114124,0.62,0.0088463388108825,0.109880859375,0.984,4.6511502089453485,1.2131354027072214,5.642474981780693,4941.654999604352,3032.416054504836,0.0,1934.536,set1,6,2,2003.10.22.12.14.13,2003:10:22:12:14:13,0,Normal,0.1323901673640029,0.0007396197610667,0.7365870448399018,-0.0133205953404804,0.66,-0.082
0.110319206152391,0.924708311156412,0.009609433087319,0.396,0.0035961459863281,0.0961572265625,0.657,3.589583480622401,1.147279409943111,4.118255217590007,4329.026450240476,2795.8115410739474,0.0,1896.384,set1,7,2,2003.10.22.12.14.13,2003:10:22:12:14:13,0,Normal,0.1094130673567047,0.000649358196219,0.9832202831034432,0.0672292013223563,0.4096666666666667,-0.0084999999999999
0.11369593903361,1.429694798510882,0.0471383160647858,0.601,0.0042580018560767,0.098300048828125,0.977,5.286028728100273,1.156621389195893,6.113933890824738,4547.234423656103,2872.96100290465,0.0,1906.815,set1,8,2,2003.10.22.12.14.13,2003:10:22:12:14:13,0,Normal,0.1127237525841426,-0.00078574273217,1.7036246862044913,-0.189147697840661,0.5663333333333332,0.065
0.1251974606387471,1.034293509537969,0.0051615939110211,0.598,0.00653260730829,0.104897509765625,1.055,4.776454705623049,1.1935217615602007,5.700802634267731,4106.689127879059,2529.052789975152,0.0,1958.149,set1,1,3,2003.10.22.12.19.13,2003:10:22:12:19:13,0,Normal,0.1247172116012157,0.0001945471855174,1.062823343519813,-0.0116230819167032,0.6487499999999999,-0.0406666666666666
0.1190045696503132,1.745369512099682,0.099493833880811,0.535,0.005078750465002,0.10157001953125,1.009,4.49562568540066,1.1716505539678383,5.267302324731727,4517.32689961547,2996.633248779768,0.0,1951.878,set1,2,3,2003.10.22.12.19.13,2003:10:22:12:19:13,0,Normal,0.1179286690228439,0.000503805461345,2.195305092234502,-0.4401713603319678,0.5915,-0.0553333333333333
0.1316141996845087,0.1890237887559922,-0.10579914095127,0.598,0.0081490728086853,0.1081501953124999,0.8839999999999999,4.543582694218864,1.2169575774154595,5.529347388343396,4505.075998104707,2851.360608736245,0.0,1961.512,set1,3,3,2003.10.22.12.19.13,2003:10:22:12:19:13,0,Normal,0.1313662538990073,0.0003863058151627,0.2091486294268149,-0.0068207222702888,0.6325000000000001,-0.0253333333333333
0.1227503595972329,0.3198307559352016,-0.0504036662208797,0.483,0.0058565251365661,0.10337939453125,0.727,3.934815356833283,1.1873774281017615,4.672110938452019,4694.087409378424,3060.4883038905887,0.0,1965.56,set1,4,3,2003.10.22.12.19.13,2003:10:22:12:19:13,0,Normal,0.1225366369461605,0.000369415389011,0.2692483300268661,0.0092031843589629,0.5175,-0.0156666666666666
0.1310827889487927,0.261961612928931,-0.0236535372455152,0.552,0.0085350053216552,0.1080732421874999,0.8740000000000001,4.21107915407291,1.2129069721196366,5.107647266122694,4702.878168494535,2729.5536018460302,0.0,1904.496,set1,5,3,2003.10.22.12.19.13,2003:10:22:12:19:13,0,Normal,0.1302177009085011,0.0007319128913609,0.3757073585888673,-0.0478256355494695,0.55375,0.0186666666666666
0.1339691079129812,0.6672126480333911,-0.0085284126205834,0.684,0.0093132470214843,0.1100055664062499,1.036,5.10565465916432,1.2178393538580945,6.217867171139246,4956.7035253118975,3022.9042398699858,0.0,1903.04,set1,6,3,2003.10.22.12.19.13,2003:10:22:12:19:13,0,Normal,0.1327849025012475,0.0007159956158028,0.7192434456382741,-0.0366167177545785,0.666,-0.0333333333333333
0.111037152865184,0.6526669576826394,-0.037258555606676,0.393,0.003589847912445,0.09681328125,0.591,3.5393558809740164,1.1469206645155832,4.059360398963856,4336.582926755389,2802.1893002954066,0.0,1914.568,set1,7,3,2003.10.22.12.19.13,2003:10:22:12:19:13,0,Normal,0.1098190887338245,0.000672221035077,0.9005819517482422,-0.0458609836096866,0.4054999999999999,-0.0066666666666666
0.1144129187058737,1.3781844935484138,0.0211055670055036,0.525,0.0043958735234999,0.098600048828125,0.8520000000000001,4.588642663243653,1.1603738544319893,5.324540973759106,4578.917986614304,2879.2331526088933,0.0,1909.637,set1,8,3,2003.10.22.12.19.13,2003:10:22:12:19:13,0,Normal,0.1131460441145754,-0.0002848352640254,1.622264638040472,-0.1432685668812633,0.556,0.018
0.12561814016563,1.1101636617292412,-0.0601956291107754,0.623,0.0067296186728835,0.1047757324218749,1.011,4.959474795428128,1.1989239994986054,5.946033357147218,4088.578350474409,2529.060205027361,0.0,1948.325,set1,1,4,2003.10.22.12.24.13,2003:10:22:12:24:13,0,Normal,0.1248973973140985,0.0002510802708587,1.0722914071616985,0.0102502266102906,0.6436,-0.0242499999999999
0.1196884919590094,1.1811601969963688,0.0958839838226745,0.537,0.0052060456778311,0.102188037109375,0.923,4.486646888189635,1.1712573736092338,5.255018250573033,4485.86999744584,2995.046782669397,0.0,1955.737,set1,2,4,2003.10.22.12.24.13,2003:10:22:12:24:13,0,Normal,0.118280633610077,0.0005488346731828,1.992476113186876,-0.4711808490248041,0.5806,-0.0409999999999999
0.1307788151281702,0.2608572527887576,-0.0919807394229145,0.725,0.0078963492887282,0.1079428222656249,1.0739999999999998,5.543711336499427,1.2115563812696186,6.716518845652606,4524.085844961078,2854.236558467866,0.0,1965.093,set1,3,4,2003.10.22.12.24.13,2003:10:22:12:24:13,0,Normal,0.1312487661448399,8.088322228742839e-05,0.2194903540992034,0.0128428243054746,0.651,0.0127499999999999
0.1218658878805149,0.3408243674456632,-0.0444931993771685,0.571,0.0057827686427211,0.1026257812499999,0.837,4.68547852012406,1.1874782963517267,5.563904050669529,4689.740546342944,3051.9945223499662,0.0,1950.286,set1,4,4,2003.10.22.12.24.13,2003:10:22:12:24:13,0,Normal,0.1224024871330314,5.594361257876129e-05,0.2835635375106255,0.0121507911468375,0.5282,0.0102499999999999
0.1313073890530227,0.3261916343818689,0.027080474594086,0.527,0.0084514234734892,0.108452978515625,0.998,4.0134831999987,1.2107310546026642,4.859248747364502,4702.360480050245,2729.320603103344,0.0,1920.125,set1,5,4,2003.10.22.12.24.13,2003:10:22:12:24:13,0,Normal,0.1304356385374054,0.0006050846945781,0.3658042137474676,-0.0198117212988676,0.5484,0.00775
0.1332806458808114,0.4753032785230004,-0.0248282527245403,0.623,0.0090331276610946,0.10934931640625,1.055,4.67434709580511,1.218852117791507,5.697337857014638,4912.892636088056,3015.638936687167,0.0,1913.604,set1,6,4,2003.10.22.12.24.13,2003:10:22:12:24:13,0,Normal,0.1328840511771603,0.0003648812038096,0.6704554122152194,-0.0754398806935315,0.6574,-0.04025
0.1101903056842882,0.6355755113658592,0.0365144744435859,0.376,0.0035111759345793,0.096359326171875,0.591,3.4122784002187685,1.1435354527878605,3.902061325432405,4370.622801031444,2809.8371530209693,0.0,1902.627,set1,7,4,2003.10.22.12.24.13,2003:10:22:12:24:13,0,Normal,0.1098933321239173,0.0002924539810838,0.8475806636717657,-0.03866859928646,0.3996,-0.0092499999999999
0.1142575622326319,1.4976534755139903,0.0086260867733131,0.522,0.004392852880249,0.0984682617187499,0.871,4.5686253916147095,1.160349134211185,5.3012005176953645,4532.118758596011,2880.8427694563625,0.0,1906.064,set1,8,4,2003.10.22.12.24.13,2003:10:22:12:24:13,0,Normal,0.1133683477381867,-0.0002524655663295,1.5973424055351757,-0.0775841796695533,0.5492,0.01275
0.1259881061087092,1.094878105931298,-0.0541826973828458,0.564,0.0066795734197592,0.105227880859375,0.996,4.476613050388668,1.1972882574446015,5.35979623835361,4089.98208563742,2520.4455333146902,0.0,1963.671,set1,1,5,2003.10.22.12.29.13,2003:10:22:12:29:13,0,Normal,0.1250791821132003,0.0002748574053028,1.0760558569566316,0.0051430701286438,0.6303333333333333,-0.0312
0.1192829457323138,1.9704103978912235,0.1188708462543924,0.703,0.0051618572844862,0.101733837890625,1.294,5.89354995958619,1.1725002045096935,6.910188532902906,4526.661247235978,2996.0398741705285,0.0,1950.075,set1,2,5,2003.10.22.12.29.13,2003:10:22:12:29:13,0,Normal,0.1184476856304498,0.0003579584932071,1.9887984939709336,-0.2190946390408724,0.601,0.0004
0.1304317784442311,0.2270896132264486,-0.048990764537584,0.701,0.0080761808224105,0.1076779296874999,1.023,5.3744571174403415,1.2113139509903916,6.510154885355091,4486.210057803356,2838.6049798736826,0.0,1936.012,set1,3,5,2003.10.22.12.29.13,2003:10:22:12:29:13,0,Normal,0.1311126015280718,-4.700758957865148e-06,0.2207568972870776,0.0035207315319179,0.6593333333333333,0.0053999999999999
0.1217157096058012,0.1434839741821543,-0.0349956215027965,0.427,0.0058186731185531,0.10230830078125,0.6639999999999999,3.508174921568613,1.189695349022042,4.173659387745946,4665.022976919233,3049.0972199518533,0.0,1942.476,set1,4,5,2003.10.22.12.29.13,2003:10:22:12:29:13,0,Normal,0.1222880242118263,1.47192351202724e-05,0.260216943622547,-0.0297474457352317,0.5113333333333333,-0.0206
0.1317137052340582,0.3240410153828263,-0.0146765526067264,0.522,0.0087487724470877,0.108510791015625,0.876,3.963141110276977,1.213830477146666,4.81058146488707,4710.422898298636,2740.0345406443,0.0,1899.207,set1,5,5,2003.10.22.12.29.13,2003:10:22:12:29:13,0,Normal,0.1306486496535142,0.0005653309918696,0.3588436806866941,-0.0162795008389026,0.544,0.0052
0.134084314950053,0.5889135713818496,0.0624604687190815,0.559,0.0092735677337646,0.11044912109375,1.023,4.169018577663093,1.2139916879577637,5.061153900224492,4984.605290123306,3027.5209688298664,0.0,1910.8,set1,6,5,2003.10.22.12.29.13,2003:10:22:12:29:13,0,Normal,0.133084095139309,0.000452638776896,0.6568651054096578,-0.0376298459830554,0.641,-0.045
0.1200462972213741,0.687222692847389,0.0066777717421017,0.4,0.0034346020373439,0.10697041015625,0.559,3.332047795379901,1.1222383558782694,3.739351839594952,4305.769034368762,2798.341183480606,0.0,2145.666,set1,7,5,2003.10.22.12.29.13,2003:10:22:12:29:13,0,Normal,0.1115854929734934,0.0022051614922842,0.8208543352010361,-0.020605443132862,0.3996666666666666,-0.0025999999999999
0.1137288064047539,1.1280423344947472,-0.0055120105522221,0.43,0.0042775199571132,0.0981836914062499,0.681,3.7809242318929823,1.158326854244904,4.379546071666928,4536.992995515191,2852.786401053719,0.0,1905.49,set1,8,5,2003.10.22.12.29.13,2003:10:22:12:29:13,0,Normal,0.1134284241826146,-0.0003077236186392,1.5191257270284375,-0.1359895719394913,0.5293333333333333,-0.0081999999999999
0.1254834547345162,0.8877725171466064,-0.0209529866745817,0.667,0.006611843456552,0.1050348144531249,1.106,5.3154417959815,1.1946844042887994,6.350275415563944,4111.645238966382,2526.066647737708,0.0,1957.341,set1,1,6,2003.10.22.12.34.13,2003:10:22:12:34:13,0,Normal,0.1251369353448169,0.0003344517856066,1.0491582369837709,-0.0547558181844934,0.6355714285714286,0.0026
0.118342742024358,1.0375284236063091,0.0588188282114719,0.5,0.0050107235224819,0.1010416992187499,0.881,4.225016181364862,1.1712267602324478,4.948452014029635,4505.308794049799,2976.2259377756486,0.0,1942.286,set1,2,6,2003.10.22.12.34.13,2003:10:22:12:34:13,0,Normal,0.1184326936867224,0.0003020456879747,1.8529027696331304,-0.192697516043351,0.5865714285714285,-0.0161999999999999
0.131576632999794,0.1252523872661348,-0.0832546859367327,0.598,0.0082200801620101,0.1082833984374999,0.859,4.544879940809367,1.215113626820077,5.522545548338688,4498.276097390167,2835.1483982137274,0.0,1952.844,set1,3,6,2003.10.22.12.34.13,2003:10:22:12:34:13,0,Normal,0.1311788917383178,1.7345079863972936e-05,0.2071133958555144,-0.0208263100943896,0.6505714285714286,-0.0094
0.1222301336267217,0.2056239380945368,-0.0418286825069388,0.464,0.0058965670469665,0.102794921875,0.72,3.796117914891661,1.1890678196667652,4.513841652258175,4709.919935906289,3047.9456886004123,0.0,1947.608,set1,4,6,2003.10.22.12.34.13,2003:10:22:12:34:13,0,Normal,0.12227975412824,9.675569484354774e-06,0.2524179428328312,-0.0172042846295023,0.5045714285714286,-0.0321999999999999
0.131032842488236,0.2468332471830554,0.0172060620629294,0.508,0.0084922193736815,0.108360595703125,0.8180000000000001,3.876890635609982,1.2092296248280698,4.688051008798116,4719.213189460551,2723.383173587831,0.0,1907.763,set1,5,6,2003.10.22.12.34.13,2003:10:22:12:34:13,0,Normal,0.1307035343441888,0.0002941511075232,0.3428421901861743,-0.0397768779992257,0.5388571428571429,-0.0115999999999999
0.1330025276574894,0.4361481699654783,0.0126883366849316,0.596,0.0090512406173324,0.1096175781249999,0.984,4.481117844127219,1.2133321127184815,5.437084181155367,4942.257642651369,3018.104477641301,0.0,1903.476,set1,6,6,2003.10.22.12.34.13,2003:10:22:12:34:13,0,Normal,0.1330724426419062,0.0001907014437519,0.6253341146319179,-0.0492257105281868,0.6345714285714286,0.004
0.0661477435337697,0.6141699719688338,-0.0130395086895166,0.332,0.0040314486469244,0.0517229003906249,0.64,5.019067654673775,1.278886973356183,6.41882024195566,4293.331923319236,2784.3309793205367,0.0,379.889,set1,7,6,2003.10.22.12.34.13,2003:10:22:12:34:13,0,Normal,0.1050943859106757,-0.0085503525248001,0.7913279975964358,-0.1241065315346768,0.39,-0.0175999999999999
0.1126843914227365,1.2382990766703248,-0.068305090563203,0.466,0.0041875293935775,0.0970662109374999,0.749,4.135444085168785,1.1609023401077536,4.800846715857211,4478.756698641118,2854.145451581169,0.0,1889.3,set1,8,6,2003.10.22.12.34.13,2003:10:22:12:34:13,0,Normal,0.1133221337883463,0.0006952994403737,1.4790076341201357,-0.1269779978480127,0.5202857142857142,-0.0321999999999999
0.1250739131083471,0.8999733665365781,-0.0142203390638192,0.603,0.0064367345426344,0.104770068359375,0.984,4.821149230996252,1.193794325678278,5.755460595211519,4149.904816815332,2543.8601788051333,0.0,1965.093,set1,1,7,2003.10.22.12.39.13,2003:10:22:12:39:13,0,Normal,0.1251290575652582,-3.4491553818166706e-05,1.030510128177872,-0.0172624269295102,0.6315,-0.004
0.1187207073246122,1.2941793131865538,0.0541888050621864,0.505,0.0050328678634262,0.1013822265625,0.942,4.253680856358132,1.1710209111596448,4.981149232194839,4469.995329391146,2980.884203084052,0.0,1949.556,set1,2,7,2003.10.22.12.39.13,2003:10:22:12:39:13,0,Normal,0.1184686953914586,6.725354686247242e-05,1.783062337577308,-0.1349543893466247,0.576375,-0.0088
0.1300101894669582,0.1390796367791695,-0.0698640957032457,0.613,0.0078783451526045,0.107296826171875,0.877,4.71501505007646,1.211687186894974,5.713123322194609,4522.919045217221,2857.9190071172184,0.0,1945.525,set1,3,7,2003.10.22.12.39.13,2003:10:22:12:39:13,0,Normal,0.1310328039543979,-0.0003790873210135,0.1986091759709712,-0.0139242397734311,0.645875,0.0
0.122138440038983,0.3333878886410231,-0.0347173898245348,0.588,0.0058451802245235,0.1029366210937499,0.839,4.8142091860050575,1.1865402102886675,5.712252779936077,4692.641976416011,3042.0698928280185,0.0,1950.726,set1,4,7,2003.10.22.12.39.13,2003:10:22:12:39:13,0,Normal,0.1222620898670828,-0.0002867757877852,0.2625391860588552,0.0320183777138243,0.515,0.0311999999999999
0.1307740934795214,0.6912253543166456,0.0498056591876267,0.623,0.00839951540035,0.107924462890625,1.167,4.763940497875127,1.2117187334261112,5.772555946202608,4741.449613283486,2737.5946516624717,0.0,1910.505,set1,5,7,2003.10.22.12.39.13,2003:10:22:12:39:13,0,Normal,0.1307123542361054,-0.000112956796072,0.3863900857024832,0.0603027379293262,0.549375,0.0044
0.1335682742522293,0.7963561469012648,-0.0342886730697722,0.605,0.0091806547178649,0.10974521484375,0.979,4.529518730305091,1.21707606516054,5.512768833350686,4975.221841661452,3036.78090282332,0.0,1905.832,set1,6,7,2003.10.22.12.39.13,2003:10:22:12:39:13,0,Normal,0.1331344215931966,5.358273290462789e-05,0.6467118686655862,0.0091869072570197,0.630875,-0.003
0.1157446401718698,0.8683107123762537,0.0238160199426752,0.398,0.003411298906877,0.102547802734375,0.591,3.4386041496954647,1.1286896167992797,3.881116800044187,4316.43275209467,2805.9947073224453,0.0,2046.517,set1,7,7,2003.10.22.12.39.13,2003:10:22:12:39:13,0,Normal,0.106425667693325,0.0010850868038957,0.8009508369439131,-0.0112795197560316,0.391,0.0004
0.11333266117869,1.4840469164743642,-0.0142786770128272,0.532,0.0042153880202388,0.09795361328125,0.788,4.694145486985461,1.157003375192325,5.431142172085998,4517.078971971345,2867.678540230415,0.0,1902.426,set1,8,7,2003.10.22.12.39.13,2003:10:22:12:39:13,0,Normal,0.1133234497121392,-7.265557098400932e-05,1.4796375444144143,0.0108704235926964,0.52175,-0.0137999999999999
0.125395599200403,0.9381210258007916,-0.0207183809694971,0.696,0.0065306830187201,0.105179345703125,1.109,5.5504340219123325,1.1922074468340926,6.617268774085186,4097.324240606492,2540.5512120433887,0.0,1963.665,set1,1,8,2003.10.22.12.44.13,2003:10:22:12:44:13,0,Normal,0.1251586733024965,3.9627712331191664e-05,1.0202446723581962,-0.0192344967474355,0.6386666666666667,0.0195999999999999
0.1191778157117024,1.6677801564616024,0.1331966197528202,0.579,0.005155998089447,0.1017500976562499,1.043,4.858286725111932,1.1712796199403148,5.69041222895018,4445.36735449481,2970.301270287895,0.0,1948.008,set1,2,8,2003.10.22.12.44.13,2003:10:22:12:44:13,0,Normal,0.1185474865381524,3.464921227783469e-05,1.7702532063422298,-0.0155178711276159,0.5766666666666667,0.0087999999999999
0.1312248565946301,0.1241846128135812,-0.0639804617819246,0.61,0.0078694884914779,0.1084056640625,0.8979999999999999,4.648509557029775,1.2104981573561877,5.627012253237171,4468.849207695885,2844.755859897788,0.0,1980.372,set1,3,8,2003.10.22.12.44.13,2003:10:22:12:44:13,0,Normal,0.1310541431366459,-7.786861797572376e-05,0.1903397800645946,-0.0129678351884821,0.641888888888889,0.0024
0.1225205411668284,0.2353506354821442,-0.0563918623020551,0.479,0.0057778560272121,0.1031582031249999,0.708,3.909548516830138,1.187695572967343,4.643353465740198,4638.907511954192,3048.124287912264,0.0,1967.938,set1,4,8,2003.10.22.12.44.13,2003:10:22:12:44:13,0,Normal,0.1222908066781657,-4.5963686080907615e-05,0.2595182359947762,-0.0168960240906114,0.511,-0.0008
0.1309602392993528,0.3423490094925809,0.0353916326732367,0.574,0.0082942855233669,0.10857607421875,0.921,4.383009706388316,1.2061611201331983,5.286615897012013,4697.159753719274,2712.446532253669,0.0,1927.33,set1,5,8,2003.10.22.12.44.13,2003:10:22:12:44:13,0,Normal,0.1307398970209106,-2.450992988799472e-05,0.3814966327902718,0.0160774793127299,0.5521111111111111,0.0043999999999999
0.1320977663438972,0.6014933242825506,0.0008154935434157,0.693,0.0087614954902052,0.108823291015625,1.025,5.246114443720991,1.213874025597429,6.368122058544416,4885.853729477493,3015.397440553784,0.0,1908.965,set1,6,8,2003.10.22.12.44.13,2003:10:22:12:44:13,0,Normal,0.1330192376766078,-0.0003742683138167,0.64168758595636,-0.013143864750168,0.6377777777777778,0.0017999999999999
0.0829068760577568,0.8074034248553663,-0.0810360446125329,0.388,0.0036355622350692,0.0675495117187499,0.627,4.679949582585901,1.227349746108439,5.7439349319871,4341.324566125555,2786.86951132354,0.0,1165.38,set1,7,8,2003.10.22.12.44.13,2003:10:22:12:44:13,0,Normal,0.1038124686227063,-0.0056260553614854,0.8016677911562967,0.0309472934345453,0.3906666666666666,-0.001
